ts,PID,MINFLT,MAJFLT,VSTEXT,VSIZE,RSIZE,VGROW,RGROW,MEM,CMD,label,type
1556132088,52666,0,0,596,184.4,6972,0,0,0,apache2,1,dos
1556132153,1641,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556132193,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556132238,52609,1222,0,0,0,0,0,0,0,<apache2>,1,dos
1556132253,1494,0,0,2219,390,82020,0,0,0.02,Xorg,1,dos
1556132268,2531,0,0,589,663.4,56032,0,0,0.01,hud-service,1,dos
1556132283,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556132298,2544,0,0,66,627.5,20360,0,0,0.01,unity-panel-se,1,dos
1556132313,2807,0,0,36,381.1,15424,0,0,0,vmtoolsd,1,dos
1556132328,3280,2375,0,148,18604,3532,0,0,0,atop,1,dos
1556132333,3279,2391,0,148,18600,3512,0,0,0,atop,1,dos
1556132343,1641,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556132348,52888,2360,0,148,17880,2552,0,8,0,atop,1,dos
1556132358,52886,2361,0,148,17884,2544,0,8,0,atop,1,dos
1556132373,1424,4,0,36,19296,692,0,0,0,irqbalance,1,dos
1556132463,2531,0,0,589,663.4,56032,0,0,0.01,hud-service,1,dos
1556132478,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556132528,1861,8,0,36,159.8,3880,0,0,0,vmtoolsd,1,dos
1556132533,3282,2335,0,148,18524,3540,0,0,0,atop,1,dos
1556132548,3281,2351,0,148,18512,3512,0,0,0,atop,1,dos
1556132558,2328,0,0,245,40392,2596,0,0,0,init,1,dos
1556132573,52886,2320,0,148,17884,2548,0,4,0,atop,1,dos
1556132588,1424,8,0,36,19296,692,0,0,0,irqbalance,1,dos
1556132618,52619,1222,0,0,0,0,0,0,0,<apache2>,1,dos
1556132653,52630,1222,0,0,0,0,0,0,0,<apache2>,1,dos
1556132678,2766,0,0,10,1.3,68724,0,0,0.02,compiz,1,dos
1556132713,3144,0,0,2132,2.5,25800,0,0,0.01,ostinato,1,dos
1556132728,2544,0,0,66,627.5,20360,0,0,0.01,unity-panel-se,1,dos
1556132733,2788,0,0,297,718.3,16348,0,0,0,nm-applet,1,dos
1556132748,2835,0,0,350,315.3,6656,0,0,0,mission-contro,1,dos
1556132763,1189,0,0,7,274.6,4784,0,0,0,polkitd,1,dos
1556132768,1400,19,0,47,505.2,4408,0,0,0,whoopsie,1,dos
1556132803,52888,2281,0,148,17880,2560,0,4,0,atop,1,dos
1556132818,52885,2316,0,148,17880,2548,0,4,0,atop,1,dos
1556132823,2426,0,0,415,40264,2384,0,0,0,dbus-daemon,1,dos
1556132838,6297,0,0,0,0,0,0,0,0,kworker/3:2,1,dos
1556132843,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556132858,52633,1222,0,0,0,0,0,0,0,<apache2>,1,dos
1556132873,52635,1222,0,0,0,0,0,0,0,<apache2>,1,dos
1556132898,52641,1222,0,0,0,0,0,0,0,<apache2>,1,dos
1556132918,2791,8,0,1350,1.4,56260,0,0,0.01,nautilus,1,dos
1556132923,3229,0,0,545,786.4,33848,0,0,0.01,gedit,1,dos
1556132943,2544,0,0,66,627.5,20360,0,0,0.01,unity-panel-se,1,dos
1556132958,2807,0,0,36,381.1,15424,0,0,0,vmtoolsd,1,dos
1556132963,2692,0,0,35,280.1,8900,0,0,0,indicator-appl,1,dos
1556132983,3279,2272,0,148,18600,3512,0,0,0,atop,1,dos
1556132988,3281,2272,0,148,18512,3512,0,0,0,atop,1,dos
1556132993,52888,1982,0,148,17884,2564,4,4,0,atop,1,dos
1556133023,2504,0,0,121,22408,656,0,0,0,upstart-dbus-b,1,dos
1556133028,1651,0,0,0,0,0,0,0,0,knetatop,1,dos
1556133033,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556133063,52664,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556133068,52665,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556133073,52660,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556133123,3229,0,0,545,786.4,33848,0,0,0.01,gedit,1,dos
1556133163,2788,0,0,297,718.3,16348,0,0,0,nm-applet,1,dos
1556133168,2468,0,0,281,609.6,16024,0,0,0,bamfdaemon,1,dos
1556133183,2567,0,0,154,537.8,13792,0,0,0,ibus-ui-gtk3,1,dos
1556133233,1861,8,0,36,159.8,3880,0,0,0,vmtoolsd,1,dos
1556133283,52885,2240,0,148,17880,2556,0,4,0,atop,1,dos
1556133288,2426,0,0,415,40264,2384,0,0,0,dbus-daemon,1,dos
1556133293,1424,6,0,36,19296,692,0,0,0,irqbalance,1,dos
1556133388,2784,0,0,4,857.6,45412,0,0,0.01,evolution-cale,1,dos
1556133393,1473,0,0,10415,607.7,34644,0,0,0.01,mysqld,1,dos
1556133433,2692,0,0,35,280.1,8900,0,0,0,indicator-appl,1,dos
1556133438,2835,0,0,350,315.3,6656,0,0,0,mission-contro,1,dos
1556133443,3191,0,0,18,368.9,4072,0,0,0,deja-dup-monit,1,dos
1556133503,1424,4,0,36,19296,692,0,0,0,irqbalance,1,dos
1556133508,2504,0,0,121,22408,656,0,0,0,upstart-dbus-b,1,dos
1556133513,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556133558,52644,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556133563,52673,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556133568,52671,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556133628,2525,3,0,31,1,20528,0,0,0.01,unity-settings,1,dos
1556133633,2544,0,0,66,627.5,20360,0,0,0.01,unity-panel-se,1,dos
1556133668,1861,0,0,36,159.8,3880,0,0,0,vmtoolsd,1,dos
1556133688,3281,2151,0,148,18512,3512,0,0,0,atop,1,dos
1556133728,1424,4,0,36,19296,692,0,0,0,irqbalance,1,dos
1556133733,2504,0,0,121,22408,656,0,0,0,upstart-dbus-b,1,dos
1556133738,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556133743,52426,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556133773,52679,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556133778,52683,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556133798,52677,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556133803,52682,0,0,0,0,0,0,0,0,<apache2>,1,dos
1556133873,3282,2091,0,148,18524,3540,0,0,0,atop,1,dos
1556133973,52685,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556134103,52695,987,0,0,0,0,0.2,6972,0,apache2,1,dos
1556134108,52688,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556134113,52687,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556134118,52705,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556134123,52703,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556134193,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556134208,1929,0,0,596,184.4,17288,0,0,0,apache2,1,dos
1556134483,52719,987,0,0,0,0,0,0,0,<apache2>,1,dos
1556134488,1494,0,0,2219,370.5,70940,0,0,0.02,Xorg,1,dos
1556134493,2766,0,0,10,1.3,68732,0,0,0.02,compiz,1,dos
1556134613,1494,0,0,2219,370.5,70940,0,0,0.02,Xorg,1,dos
1556134623,2791,8,0,1350,1.4,56260,0,0,0.01,nautilus,1,dos
1556134628,2531,0,0,589,663.4,56032,0,0,0.01,hud-service,1,dos
1556134633,3229,0,0,545,786.4,33848,0,0,0.01,gedit,1,dos
1556134668,3282,1976,0,148,18524,3540,0,0,0,atop,1,dos
1556134738,2791,8,0,1350,1.4,56260,0,0,0.01,nautilus,1,dos
1556134743,2531,0,0,589,663.4,56032,0,0,0.01,hud-service,1,dos
1556134748,1473,0,0,10415,607.7,34644,0,0,0.01,mysqld,1,dos
1556134778,2779,0,0,124,623.6,15212,0,0,0,goa-daemon,1,dos
1556134788,3282,1976,0,148,18524,3540,0,0,0,atop,1,dos
1556134893,1400,0,0,47,505.2,4408,0,0,0,whoopsie,1,dos
1556134933,52885,1976,0,148,17880,2592,0,0,0,atop,1,dos
1556134938,52886,1976,0,148,17884,2592,0,0,0,atop,1,dos
1556134943,1424,4,0,36,19296,692,0,0,0,irqbalance,1,dos
1556134948,2504,0,0,121,22408,656,0,0,0,upstart-dbus-b,1,dos
1556134953,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556135013,3280,1976,0,148,18604,3532,0,0,0,atop,1,dos
1556135053,1424,4,0,36,19296,692,0,0,0,irqbalance,1,dos
1556135058,2504,0,0,121,22408,656,0,0,0,upstart-dbus-b,1,dos
1556135063,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556135123,1861,8,0,36,159.8,3880,0,0,0,vmtoolsd,1,dos
1556135163,52886,1976,0,148,17884,2592,0,0,0,atop,1,dos
1556135168,2426,0,0,415,40264,2384,0,0,0,dbus-daemon,1,dos
1556135263,3279,1976,0,148,18600,3512,0,0,0,atop,1,dos
1556135268,3281,1976,0,148,18512,3512,0,0,0,atop,1,dos
1556135273,52888,1976,0,148,17880,2600,0,0,0,atop,1,dos
1556135278,52887,1976,0,148,17880,2596,0,0,0,atop,1,dos
1556135283,52885,358,0,148,17880,2592,4,0,0,atop,1,dos
1556135413,1494,0,0,2219,370.5,70940,0,0,0.02,Xorg,1,dos
1556135418,2766,6,0,10,1.3,68732,16,0,0.02,compiz,1,dos
1556135423,2791,8,0,1350,1.4,56260,0,0,0.01,nautilus,1,dos
1556135433,1473,0,0,10415,607.7,34644,0,0,0.01,mysqld,1,dos
1556135453,3090,0,0,280,710.1,21908,0,0,0.01,gnome-terminal,1,dos
1556135563,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556135568,3090,0,0,280,710.1,21908,0,0,0.01,gnome-terminal,1,dos
1556135573,2525,0,0,31,1,20528,0,0,0.01,unity-settings,1,dos
1556135583,2807,0,0,36,381.1,15424,0,0,0,vmtoolsd,1,dos
1556135703,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556135728,3282,1976,0,148,18524,3540,0,0,0,atop,1,dos
1556135733,3280,1976,0,148,18604,3532,0,0,0,atop,1,dos
1556135753,52888,1296,0,148,17884,2600,4,0,0,atop,1,dos
1556135788,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556135833,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556135943,3144,0,0,2132,2.5,25800,0,0,0.01,ostinato,1,dos
1556135948,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556135953,3090,0,0,280,710.1,21908,0,0,0.01,gnome-terminal,1,dos
1556135958,2544,0,0,66,627.5,20360,0,0,0.01,unity-panel-se,1,dos
1556135963,1929,0,0,596,184.4,17288,0,0,0,apache2,1,dos
1556136053,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556136063,52937,0,0,0,0,0,0,0,0,kworker/u256:0,1,dos
1556136143,3281,1979,0,148,18512,3512,0,0,0,atop,1,dos
1556136148,52888,1979,0,148,17880,2600,0,0,0,atop,1,dos
1556136153,52887,1979,0,148,17880,2596,0,0,0,atop,1,dos
1556136258,1861,8,0,36,159.8,3880,0,0,0,vmtoolsd,1,dos
1556136263,3282,1979,0,148,18524,3540,0,0,0,atop,1,dos
1556136268,3280,1979,0,148,18604,3532,0,0,0,atop,1,dos
1556136343,1494,0,0,2219,370.5,70940,0,0,0.02,Xorg,1,dos
1556136468,1494,0,0,2219,370.5,70940,0,0,0.02,Xorg,1,dos
1556136473,2766,3,0,10,1.3,68732,0,0,0.02,compiz,1,dos
1556136478,2791,8,0,1350,1.4,56260,0,0,0.01,nautilus,1,dos
1556136483,2531,0,0,589,663.4,56032,0,0,0.01,hud-service,1,dos
1556136488,1473,0,0,10415,607.7,34644,0,0,0.01,mysqld,1,dos
1556136493,3229,0,0,545,786.4,33848,0,0,0.01,gedit,1,dos
1556136533,3282,1979,0,148,18524,3540,0,0,0,atop,1,dos
1556136543,3279,1979,0,148,18600,3512,0,0,0,atop,1,dos
1556136628,3090,0,0,280,710.1,21908,0,0,0.01,gnome-terminal,1,dos
1556136633,2544,0,0,66,627.5,20360,0,0,0.01,unity-panel-se,1,dos
1556136638,2807,0,0,36,381.1,15424,0,0,0,vmtoolsd,1,dos
1556136673,52888,1979,0,148,17880,2600,0,0,0,atop,1,dos
1556136748,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556136753,3090,0,0,280,710.1,21908,0,0,0.01,gnome-terminal,1,dos
1556136783,3279,1979,0,148,18600,3512,0,0,0,atop,1,dos
1556136788,3281,1979,0,148,18512,3512,0,0,0,atop,1,dos
1556136793,1641,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556136843,1494,0,0,2219,370.5,70940,0,0,0.02,Xorg,1,dos
1556136848,2766,2,0,10,1.3,68732,0,0,0.02,compiz,1,dos
1556136933,52888,1546,0,148,17884,2600,0,0,0,atop,1,dos
1556136938,52887,1863,0,148,17880,2596,4,0,0,atop,1,dos
1556137063,52888,2312,0,148,17880,2600,4,0,0,atop,1,dos
1556137068,52887,1983,0,148,17884,2596,4,0,0,atop,1,dos
1556137098,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556137103,1494,0,0,2219,370.5,70940,0,0,0.02,Xorg,1,dos
1556137123,2784,0,0,4,857.6,45412,0,0,0.01,evolution-cale,1,dos
1556137133,3144,0,0,2132,2.5,25800,0,0,0.01,ostinato,1,dos
1556137168,1400,0,0,47,505.2,4408,0,0,0,whoopsie,1,dos
1556137173,1861,0,0,36,159.8,3880,0,0,0,vmtoolsd,1,dos
1556137233,1494,0,0,2219,370.5,70940,0,0,0.02,Xorg,1,dos
1556137268,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556137273,3090,0,0,280,710.1,21908,0,0,0.01,gnome-terminal,1,dos
1556137278,2544,0,0,66,627.5,20360,0,0,0.01,unity-panel-se,1,dos
1556137308,1641,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556137313,52888,1979,0,148,17880,2600,0,0,0,atop,1,dos
1556137373,3229,0,0,545,786.4,33848,0,0,0.01,gedit,1,dos
1556137383,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556137388,3090,0,0,280,710.1,21908,0,0,0.01,gnome-terminal,1,dos
1556137393,2525,1,0,31,1,20528,0,0,0.01,unity-settings,1,dos
1556137443,3279,1979,0,148,18600,3512,0,0,0,atop,1,dos
1556137528,3229,0,0,545,786.4,33848,0,0,0.01,gedit,1,dos
1556137533,2795,0,0,127,453.6,30652,0,0,0.01,tracker-store,1,dos
1556137538,3144,0,0,2132,2.5,25800,0,0,0.01,ostinato,1,dos
1556137543,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556137548,3090,1,0,280,710.1,21908,0,0,0.01,gnome-terminal,1,dos
1556137593,2664,4,0,121,520.9,10872,0,4,0,indicator-keyb,1,dos
1556137653,3281,1979,0,148,18512,3512,0,0,0,atop,1,dos
1556137658,1641,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556137688,52888,1988,0,148,17880,2600,0,0,0,atop,1,dos
1556137708,52886,1980,0,148,17884,2592,0,0,0,atop,1,dos
1556137713,2426,2,0,415,40264,2384,0,0,0,dbus-daemon,1,dos
1556137733,2504,0,0,121,22408,656,0,0,0,upstart-dbus-b,1,dos
1556137743,3048,0,0,3063,726.8,113,0,0,0.03,update-manager,1,dos
1556137748,2766,0,0,10,1.4,89064,0,0,0.02,compiz,1,dos
1556137763,2531,0,0,589,663.4,56032,0,0,0.01,hud-service,1,dos
1556137793,2807,0,0,36,381.1,15424,0,0,0,vmtoolsd,1,dos
1556137828,1400,18,0,47,505.2,4408,0,0,0,whoopsie,1,dos
1556137833,1861,0,0,36,159.8,3880,0,0,0,vmtoolsd,1,dos
1556137973,3090,0,0,280,710.1,21908,0,0,0.01,gnome-terminal,1,dos
1556137983,2788,0,0,297,718.3,16348,0,0,0,nm-applet,1,dos
1556137993,52942,0,0,66,538.8,14488,0,2016,0,unity-panel-se,1,dos
1556137998,2692,0,0,35,280.1,8900,0,0,0,indicator-appl,1,dos
1556138033,1641,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556138043,52887,2340,0,148,17884,2596,4,0,0,atop,1,dos
1556138048,52885,1993,0,148,17880,2592,0,0,0,atop,1,dos
1556138053,52886,1993,0,148,17884,2592,0,0,0,atop,1,dos
1556138118,3147,0,0,978,3.1,24024,0,0,0.01,drone,1,dos
1556138123,3090,0,0,280,710.1,21908,0,0,0.01,gnome-terminal,1,dos
1556138163,3191,0,0,18,368.9,4072,0,0,0,deja-dup-monit,1,dos
1556138223,1424,4,0,36,19296,692,0,0,0,irqbalance,1,dos
1556138228,2504,0,0,121,22408,656,0,0,0,upstart-dbus-b,1,dos
1556138258,2791,8,0,1350,1.4,56260,0,0,0.01,nautilus,1,dos
1556138263,2531,0,0,589,663.4,56032,0,0,0.01,hud-service,1,dos
1556138298,2788,0,0,297,718.3,16348,0,0,0,nm-applet,1,dos
1556138303,2807,0,0,36,381.1,15424,0,0,0,vmtoolsd,1,dos
1556138443,2807,0,0,36,381.1,15424,0,0,0,vmtoolsd,1,dos
1556138483,1641,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556138488,52888,1637,0,148,17880,2600,0,0,0,atop,1,dos
1556138493,52887,1283,0,148,17880,2596,0,0,0,atop,1,dos
1556138543,2791,8,0,1350,1.4,56260,0,0,0.01,nautilus,1,dos
1556138548,2531,0,0,589,663.4,56032,0,0,0.01,hud-service,1,dos
1556138638,3282,1992,0,148,18524,3540,0,0,0,atop,1,dos
1556138643,3280,1992,0,148,18604,3532,0,0,0,atop,1,dos
1556138668,52887,1924,0,148,17884,2596,4,0,0,atop,1,dos
1556138673,52885,1991,0,148,17880,2592,0,0,0,atop,1,dos
1556138678,52886,1993,0,148,17884,2592,0,0,0,atop,1,dos
1556138683,2426,0,0,415,40264,2384,0,0,0,dbus-daemon,1,dos
1556138688,1424,4,0,36,19296,692,0,0,0,irqbalance,1,dos
1556138723,2766,56,0,10,1.4,89064,0,0,0.02,compiz,1,dos
1556138728,1494,0,0,2219,371,70940,0,0,0.02,Xorg,1,dos
1556138763,2525,3,0,31,1,20528,0,0,0.01,unity-settings,1,dos
1556138813,1861,0,0,36,159.8,3880,0,0,0,vmtoolsd,1,dos
1556138848,52885,2529,0,148,17884,2592,4,0,0,atop,1,dos
1556138873,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556138878,52937,0,0,0,0,0,0,0,0,kworker/u256:0,1,dos
1556138883,2766,236,0,10,1.4,89064,16,0,0.02,compiz,1,dos
1556138888,1494,0,0,2219,371,70940,0,0,0.02,Xorg,1,dos
1556138893,2791,8,0,1350,1.4,56260,0,0,0.01,nautilus,1,dos
1556138988,52885,2329,0,148,17884,2592,0,0,0,atop,1,dos
1556138993,52886,1991,0,148,17884,2592,0,0,0,atop,1,dos
1556139003,1424,4,0,36,19296,692,0,0,0,irqbalance,1,dos
1556139008,2504,0,0,121,22408,656,0,0,0,upstart-dbus-b,1,dos
1556139038,2531,0,0,589,663.4,56032,0,0,0.01,hud-service,1,dos
1556139043,2784,0,0,4,857.6,45412,0,0,0.01,evolution-cale,1,dos
1556139068,2544,0,0,66,627.5,20360,0,0,0.01,unity-panel-se,1,dos
1556139073,1929,58,0,596,184.4,17288,0,0,0,apache2,1,dos
1556139093,52965,1019,0,596,191.8,9800,191.8,9800,0,apache2,1,dos
1556139113,52712,796,0,596,191.8,9788,7540,2816,0,apache2,1,dos
1556139118,52962,1018,0,596,191.8,9788,191.8,9788,0,apache2,1,dos
1556139123,52710,795,0,596,191.8,9784,7540,2812,0,apache2,1,dos
1556139148,52724,787,0,596,191.8,9572,7540,2600,0,apache2,1,dos
1556139193,3191,0,0,18,368.9,4072,0,0,0,deja-dup-monit,1,dos
1556139218,3279,1991,0,148,18600,3512,0,0,0,atop,1,dos
1556139223,3281,1991,0,148,18512,3512,0,0,0,atop,1,dos
1556139228,1641,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556139258,1424,4,0,36,19296,692,0,0,0,irqbalance,1,dos
1556139353,2525,0,0,31,1,19388,0,1140,0.01,unity-settings,1,dos
1556139363,2758,0,0,193,482.9,16772,0,28,0,notify-osd,1,dos
1556139368,2788,0,0,297,718.3,16144,0,204,0,nm-applet,1,dos
1556139373,2468,0,0,281,609.6,15196,0,828,0,bamfdaemon,1,dos
1556139498,52975,1023,0,596,191.8,9640,191.8,9640,0,apache2,1,dos
1556139503,52977,1023,0,596,191.8,9640,191.8,9640,0,apache2,1,dos
1556139508,52993,1019,0,596,191.8,9640,191.8,9640,0,apache2,1,dos
1556139513,53001,1019,0,596,191.8,9640,191.8,9640,0,apache2,1,dos
1556139553,52978,1023,0,596,191.8,9636,191.8,9636,0,apache2,1,dos
1556139558,52981,1023,0,596,191.8,9636,191.8,9636,0,apache2,1,dos
1556139563,52983,1022,0,596,191.8,9636,191.8,9636,0,apache2,1,dos
1556139673,53020,1018,0,596,191.8,9636,191.8,9636,0,apache2,1,dos
1556139678,53022,1018,0,596,191.8,9636,191.8,9636,0,apache2,1,dos
1556139683,53023,1018,0,596,191.8,9636,191.8,9636,0,apache2,1,dos
1556139703,53029,1018,0,596,191.8,9636,191.8,9636,0,apache2,1,dos
1556139708,53030,1018,0,596,191.8,9636,191.8,9636,0,apache2,1,dos
1556139828,52721,2,0,596,191.8,9416,0,152,0,apache2,1,dos
1556139833,52722,2,0,596,191.8,9416,0,152,0,apache2,1,dos
1556139888,53043,172,0,596,184.4,6576,184.4,6576,0,apache2,1,dos
1556139893,53044,172,0,596,184.4,6576,184.4,6576,0,apache2,1,dos
1556139903,53046,172,0,596,184.4,6576,184.4,6576,0,apache2,1,dos
1556139913,53048,172,0,596,184.4,6576,184.4,6576,0,apache2,1,dos
1556139948,53055,172,0,596,184.4,6576,184.4,6576,0,apache2,1,dos
1556139953,1182,1,0,1071,342.1,6012,0,524,0,NetworkManager,1,dos
1556139958,2902,0,0,39,423.1,5768,0,64,0,gvfsd-trash,1,dos
1556139963,2569,0,0,73,377.8,5216,0,1848,0,ibus-x11,1,dos
1556139968,2678,0,0,203,468.2,5212,0,136,0,indicator-soun,1,dos
1556140083,3281,2135,0,148,18512,3512,0,0,0,atop,1,dos
1556140088,2876,0,0,39,58156,3444,0,32,0,gconfd-2,1,dos
1556140118,2532,0,0,78,122,3036,0,244,0,at-spi2-regist,1,dos
1556140123,2864,0,0,71,195.6,3036,0,8,0,gvfs-mtp-volum,1,dos
1556140183,2937,0,0,24,264,2460,0,504,0,gvfsd-burn,1,dos
1556140188,1164,0,0,889,326.6,2292,0,772,0,ModemManager,1,dos
1556140223,1161,0,0,152,23552,1080,0,20,0,vsftpd,1,dos
1556140228,2142,0,0,53,165,1064,0,204,0,rtkit-daemon,1,dos
1556140233,1647,0,0,17,37152,1016,0,204,0,kerneloops,1,dos
1556140278,1327,0,0,25,20012,776,0,16,0,getty,1,dos
1556140283,2237,0,0,25,20012,772,0,156,0,getty,1,dos
1556140288,1424,4,0,36,19296,688,0,4,0,irqbalance,1,dos
1556140368,53040,0,0,0,0,0,0,0,0,<apache2>,1,dos
1556140413,3229,0,0,545,786.4,33520,0,0,0.01,gedit,1,dos
1556140418,3144,0,0,2132,2.5,24404,0,0,0.01,ostinato,1,dos
1556140543,1424,4,0,36,19296,688,0,0,0,irqbalance,1,dos
1556140573,53041,1049,0,0,0,0,0,0,0,<apache2>,1,dos
1556140578,53042,1049,0,0,0,0,0,0,0,<apache2>,1,dos
1556140583,53043,1050,0,0,0,0,0,0,0,<apache2>,1,dos
1556140703,2835,0,0,350,315.3,6592,0,0,0,mission-contro,1,dos
1556140708,1182,0,0,1071,342.1,6012,0,0,0,NetworkManager,1,dos
1556140733,3281,2303,0,148,18512,3512,0,0,0,atop,1,dos
1556140743,52887,2613,0,148,17880,2700,4,0,0,atop,1,dos
1556140818,52968,746,0,0,0,0,0,0,0,<apache2>,1,dos
1556140893,2525,3,0,31,1,19388,0,0,0.01,unity-settings,1,dos
1556140898,1929,0,0,596,184.4,17136,0,0,0,apache2,1,dos
1556140903,2788,0,0,297,718.3,16144,0,0,0,nm-applet,1,dos
1556140908,52974,1,0,596,191.8,9640,0,0,0,apache2,1,dos
1556140998,2504,0,0,121,22408,616,0,0,0,upstart-dbus-b,1,dos
1556141003,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556141008,52975,746,0,0,0,0,0.2,9640,0,apache2,1,dos
1556141043,52997,746,0,0,0,0,0,0,0,<apache2>,1,dos
1556141083,3229,0,0,545,786.4,33520,0,0,0.01,gedit,1,dos
1556141203,6604,0,0,0,0,0,0,0,0,kworker/0:1,1,dos
1556141233,52724,746,0,0,0,0,0,0,0,<apache2>,1,dos
1556141238,53003,746,0,0,0,0,0,0,0,<apache2>,1,dos
1556141258,52725,746,0,0,0,0,0,0,0,<apache2>,1,dos
1556141263,53007,0,0,0,0,0,0,0,0,<apache2>,1,dos
1556141303,3144,0,0,2132,2.5,24404,0,0,0.01,ostinato,1,dos
1556141388,52887,2153,0,148,17880,2708,0,0,0,atop,1,dos
1556141393,52886,2186,0,148,17884,2704,0,0,0,atop,1,dos
1556141403,2328,0,0,245,40392,2516,0,0,0,init,1,dos
1556141408,2426,0,0,415,40264,2220,0,0,0,dbus-daemon,1,dos
1556141413,1424,4,0,36,19296,688,0,0,0,irqbalance,1,dos
1556141418,2504,0,0,121,22408,616,0,0,0,upstart-dbus-b,1,dos
1556141483,53015,746,0,0,0,0,0,0,0,<apache2>,1,dos
1556141543,2544,0,0,66,627.5,19856,0,0,0.01,unity-panel-se,1,dos
1556141583,1189,0,0,7,274.6,4716,0,0,0,polkitd,1,dos
1556141588,1400,21,0,47,505.2,4388,0,0,0,whoopsie,1,dos
1556141593,1950,0,0,149,233.8,3720,0,0,0,upowerd,1,dos
1556141628,52888,1207,0,148,17880,2716,0,4,0,atop,1,dos
1556141723,53023,746,0,0,0,0,0,0,0,<apache2>,1,dos
1556141748,1494,0,0,2219,371,70008,0,0,0.02,Xorg,1,dos
1556141753,1495,0,0,531,422.8,65492,0,0,0.02,named,1,dos
1556141763,2531,0,0,589,663.4,50636,0,0,0.01,hud-service,1,dos
1556141788,2544,0,0,66,627.5,19856,0,0,0.01,unity-panel-se,1,dos
1556141793,1929,0,0,596,184.4,17136,0,0,0,apache2,1,dos
1556141798,2788,0,0,297,718.3,16144,0,0,0,nm-applet,1,dos
1556141838,3280,2088,0,148,18604,3532,0,0,0,atop,1,dos
1556141928,52978,746,0,0,0,0,0,0,0,<apache2>,1,dos
1556141943,2766,88,0,10,1.4,82832,0,0,0.02,compiz,1,dos
1556141978,3147,0,0,978,3.1,23028,0,0,0.01,drone,1,dos
1556141983,3090,0,0,280,710.1,21836,0,0,0.01,gnome-terminal,1,dos
1556141988,2544,0,0,66,627.5,19856,0,0,0.01,unity-panel-se,1,dos
1556142018,1861,0,0,36,159.8,3628,0,0,0,vmtoolsd,1,dos
1556142023,3282,2047,0,148,18524,3540,0,0,0,atop,1,dos
1556142028,3280,2047,0,148,18604,3532,0,0,0,atop,1,dos
1556142163,3144,0,0,2132,2.5,24404,0,0,0.01,ostinato,1,dos
1556142168,3147,0,0,978,3.1,23028,0,0,0.01,drone,1,dos
1556142208,3280,2007,0,148,18604,3532,0,0,0,atop,1,dos
1556142288,53027,746,0,0,0,0,0,0,0,<apache2>,1,dos
1556142293,53028,746,0,0,0,0,0,0,0,<apache2>,1,dos
1556142298,53025,746,0,0,0,0,0,0,0,<apache2>,1,dos
